Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2015-01-01,-0.77,31.8,1.34,7.57,,15098.4
2015-01-02,1.27,29.94,2.47,6.83,17822.96,17869.2
2015-01-03,1.87,28.0,2.8,6.95,17639.33,17684.92
2015-01-04,0.42,28.89,2.79,6.27,16235.42,16453.76
2015-01-05,-1.03,29.75,1.91,6.05,18892.71,18856.44
2015-01-06,-6.58,28.57,1.14,3.66,16616.67,17076.58
2015-01-07,-9.25,26.7,1.41,5.85,20104.17,20985.77
2015-01-08,-3.5,30.47,1.81,7.19,20854.17,21304.73
2015-01-09,1.52,30.54,2.98,7.58,21188.58,21083.36
2015-01-10,5.43,31.16,2.33,7.59,18791.67,18888.73
2015-01-11,3.21,25.87,2.88,6.5,17306.25,16938.98
2015-01-12,2.37,30.43,2.39,7.41,20833.33,20561.26
2015-01-13,5.07,27.18,2.25,4.82,21252.08,20731.12
2015-01-14,4.24,26.72,1.68,5.66,21308.33,20746.42
2015-01-15,1.74,29.81,1.52,5.79,21162.5,20752.52
2015-01-16,4.28,26.96,1.82,4.54,20941.67,20509.94
2015-01-17,4.59,29.11,1.66,5.79,18818.75,18717.06
2015-01-18,1.37,33.02,0.53,6.92,17079.17,16915.63
2015-01-19,0.18,32.78,0.82,7.55,20566.67,20414.58
2015-01-20,0.38,32.44,1.05,7.66,21429.17,20969.75
2015-01-21,1.03,32.91,0.48,7.59,21450.0,20980.76
2015-01-22,1.1,33.28,0.74,7.65,21022.96,21007.03
2015-01-23,0.74,32.91,0.91,7.55,21061.04,21024.91
2015-01-24,-0.91,32.51,0.85,7.52,19160.12,19082.49
2015-01-25,-1.46,32.47,0.96,7.75,17299.96,17228.21
2015-01-26,-1.4,31.74,0.74,7.57,20565.42,20541.69
2015-01-27,-1.69,31.64,1.21,7.06,21084.29,21086.79
2015-01-28,-0.06,31.32,1.2,7.36,21023.54,21016.59
2015-01-29,-0.36,29.62,1.99,6.59,20913.21,20829.0
2015-01-30,0.38,30.11,1.8,7.23,20752.08,20788.94
2015-01-31,-0.57,31.35,1.57,6.85,18743.83,18708.21
2015-02-01,-2.21,22.28,1.21,4.37,16928.46,16837.83
2015-02-02,-3.14,23.75,0.94,6.24,20260.38,20226.62
2015-02-03,-3.04,23.33,1.15,5.61,20868.0,20845.87
2015-02-04,-3.22,23.95,0.56,7.27,21006.5,21017.12
2015-02-05,-3.55,24.2,0.86,7.09,21304.17,21152.44
2015-02-06,-3.95,23.11,1.56,7.01,21145.83,21099.49
2015-02-07,-3.37,22.8,1.9,5.27,18839.58,18962.58
2015-02-08,-2.5,23.36,2.51,6.53,17158.33,17111.46
2015-02-09,-2.55,24.32,1.54,7.73,20866.67,20545.71
2015-02-10,0.62,25.53,1.19,7.7,21254.17,20771.33
2015-02-11,1.0,25.11,0.76,7.72,21085.42,20831.59
2015-02-12,0.73,23.38,1.15,5.35,21043.75,20551.13
2015-02-13,-0.49,22.46,1.06,2.87,20933.33,20392.95
2015-02-14,-0.47,21.22,0.95,2.24,18845.83,18387.91
2015-02-15,-0.97,22.53,1.37,4.44,16937.5,16745.51
2015-02-16,-2.37,21.54,2.33,5.36,20333.33,20434.65
2015-02-17,-3.67,19.02,1.71,1.79,20787.5,20775.22
2015-02-18,-2.61,22.04,1.29,4.33,21137.5,20737.7
2015-02-19,0.29,21.78,1.41,6.65,21137.5,20752.2
2015-02-20,2.29,20.07,1.61,3.19,20791.67,20291.92
2015-02-21,2.75,18.16,2.28,4.69,18608.33,18311.26
2015-02-22,2.72,20.84,1.04,5.35,16912.5,16403.69
2015-02-23,3.55,22.73,1.38,5.57,20470.83,19682.48
2015-02-24,4.3,23.34,0.84,6.89,20629.17,20246.73
2015-02-25,2.95,24.68,0.93,7.36,20681.25,20411.77
2015-02-26,2.57,25.07,0.68,7.26,20416.33,20396.16
2015-02-27,3.4,24.79,0.64,7.24,20675.0,20177.65
2015-02-28,3.25,24.46,0.72,7.48,18633.33,18182.87
2015-03-01,3.46,26.27,1.54,6.24,16508.33,16251.09
2015-03-02,3.95,26.82,1.93,6.48,19916.67,19577.1
2015-03-03,1.17,26.14,2.01,5.83,20441.67,20304.01
2015-03-04,0.67,25.69,1.85,5.72,20204.17,20365.92
2015-03-05,-0.34,26.73,0.97,5.6,20433.33,20483.44
2015-03-06,-0.52,26.98,0.94,5.8,20583.33,20409.94
2015-03-07,1.1,25.55,0.91,4.69,18205.75,18164.24
2015-03-08,4.46,20.8,1.17,3.61,16279.17,15975.75
2015-03-09,4.72,19.31,1.05,3.27,19658.33,19255.61
2015-03-10,3.63,22.66,0.69,2.94,19729.92,19869.29
2015-03-11,2.58,26.98,1.19,6.76,20038.17,20118.69
2015-03-12,2.62,26.74,1.79,7.39,20252.08,20070.44
2015-03-13,1.82,28.14,1.12,7.56,20391.67,20156.99
2015-03-14,2.11,28.62,1.06,7.88,18325.0,18231.78
2015-03-15,4.23,26.53,1.29,5.73,16195.83,16163.57
2015-03-16,5.19,23.87,1.71,3.13,19575.0,19159.97
2015-03-17,4.83,19.74,1.72,1.46,20027.08,19539.92
2015-03-18,2.3,19.18,1.27,1.42,19979.17,19484.28
2015-03-19,1.11,22.39,0.88,2.64,19860.42,19607.44
2015-03-20,1.68,22.49,0.82,2.28,19775.0,19487.44
2015-03-21,4.11,20.96,1.38,3.71,18018.75,17588.81
2015-03-22,1.0,25.12,1.26,5.86,16208.33,16096.07
2015-03-23,0.76,20.56,0.94,2.51,19533.33,19111.69
2015-03-24,5.39,20.24,1.53,2.58,19850.0,19555.16
2015-03-25,8.29,21.81,1.23,3.43,19658.33,19340.07
2015-03-26,10.18,23.33,1.44,5.77,19808.33,19457.97
2015-03-27,8.37,26.68,1.22,6.6,19804.17,19537.44
2015-03-28,4.84,27.68,1.27,7.54,17762.5,17766.52
2015-03-29,5.54,25.24,1.35,6.64,15917.39,15936.82
2015-03-30,5.86,24.79,2.71,6.51,18972.92,19244.93
2015-03-31,3.51,25.64,2.56,6.86,19722.92,19865.26
2015-04-01,2.89,24.33,2.78,6.97,19849.25,19875.89
2015-04-02,1.31,24.59,2.06,6.61,20145.83,20206.41
2015-04-03,1.1,25.82,1.89,6.48,19633.33,19431.49
2015-04-04,1.28,25.36,1.09,5.4,16789.58,16274.53
2015-04-05,0.65,25.84,1.14,6.78,13950.0,13606.91
2015-04-06,1.16,26.14,1.15,6.95,13864.58,13673.02
2015-04-07,3.05,24.21,1.56,6.08,18343.75,18392.14
2015-04-08,5.48,24.93,1.42,7.08,19216.67,19605.54
2015-04-09,5.9,18.8,0.98,2.4,19458.33,19377.92
2015-04-10,8.22,17.49,1.06,1.79,19362.5,18972.62
2015-04-11,10.14,18.15,1.12,2.03,17420.83,16978.38
2015-04-12,9.88,19.33,1.47,5.0,15525.0,15160.16
2015-04-13,8.02,19.2,2.54,5.82,18979.17,18438.29
2015-04-14,5.69,18.13,2.04,5.64,,19052.86
2015-04-15,11.28,20.23,1.83,5.52,19506.25,19031.02
2015-04-16,11.22,18.05,1.84,4.97,19358.33,18887.9
2015-04-17,7.16,22.41,1.15,6.54,19204.17,18990.26
2015-04-18,3.42,24.32,1.79,6.63,17229.17,17344.21
2015-04-19,4.34,22.38,1.44,6.28,15279.17,15492.13
2015-04-20,6.74,18.44,2.6,5.32,18883.33,18502.23
2015-04-21,6.57,18.78,1.65,3.96,19308.33,18909.14
2015-04-22,6.96,19.55,0.8,2.24,19204.17,18782.63
2015-04-23,9.42,16.83,1.37,1.92,19054.17,18732.99
2015-04-24,11.44,18.72,1.26,4.02,18854.17,18682.57
2015-04-25,12.88,18.5,1.2,3.26,16887.5,16762.53
2015-04-26,13.33,20.68,1.02,6.02,15087.5,14987.32
2015-04-27,14.13,21.08,1.48,3.51,18341.67,18143.38
2015-04-28,12.9,22.34,1.5,6.51,18918.75,18779.31
2015-04-29,6.73,22.44,1.52,5.16,18910.42,18769.15
2015-04-30,7.74,18.91,1.11,4.44,18722.92,18250.96
2015-05-01,9.14,22.06,1.14,6.42,14952.08,15169.04
2015-05-02,8.48,23.15,0.92,5.21,15304.17,14947.39
2015-05-03,8.89,19.6,0.8,4.31,14356.25,13782.78
2015-05-04,12.18,23.09,1.12,6.32,17962.5,17778.26
2015-05-05,15.59,22.42,1.32,5.63,18527.08,18627.7
2015-05-06,15.31,25.76,0.94,7.05,18693.75,18909.36
2015-05-07,13.09,21.99,1.34,4.4,18604.17,18517.66
2015-05-08,11.17,20.45,0.8,3.05,18950.0,18353.3
2015-05-09,11.98,21.17,0.67,5.62,16604.17,16552.24
2015-05-10,11.27,24.77,1.34,6.72,14870.83,14761.45
2015-05-11,10.05,22.62,0.93,4.99,18054.17,17826.89
2015-05-12,12.74,18.02,1.38,4.22,18716.67,18329.43
2015-05-13,13.01,20.27,1.45,4.96,18816.67,18358.29
2015-05-14,9.55,24.25,1.07,5.95,18625.0,18462.28
2015-05-15,9.27,22.0,1.14,4.32,18737.5,18405.72
2015-05-16,10.8,18.3,1.06,3.56,16758.33,16420.86
2015-05-17,11.13,21.03,1.91,5.76,14937.5,14615.11
2015-05-18,11.23,18.14,1.21,2.93,17931.25,17736.66
2015-05-19,15.67,18.49,1.32,4.15,18479.17,18447.05
2015-05-20,15.43,24.65,1.12,6.64,18677.08,18634.58
2015-05-21,11.88,26.63,1.0,7.47,18697.92,18678.2
2015-05-22,10.86,24.02,1.02,6.55,18652.08,18585.83
2015-05-23,10.76,25.53,0.88,7.29,16566.67,16630.76
2015-05-24,11.51,25.41,0.81,6.44,14470.83,14441.89
2015-05-25,12.75,25.25,0.7,6.98,18050.0,17966.87
2015-05-26,13.2,26.63,1.19,7.38,18666.67,18560.37
2015-05-27,9.2,24.19,1.87,7.21,18702.08,18642.92
2015-05-28,9.99,21.72,1.08,5.33,18816.67,18515.81
2015-05-29,12.25,20.41,0.94,3.57,18750.0,18398.29
2015-05-30,14.59,20.58,1.51,5.05,16666.67,16444.16
2015-05-31,13.65,20.06,1.0,4.62,14539.58,14488.45
2015-06-01,16.48,19.56,1.1,3.66,17981.25,17777.86
2015-06-02,18.41,20.83,1.3,3.63,18816.67,18441.26
2015-06-03,19.88,18.11,1.48,2.99,18758.33,18477.37
2015-06-04,16.77,19.02,1.24,3.48,14495.83,14265.03
2015-06-05,15.06,17.18,0.97,0.73,16012.5,16184.59
2015-06-06,18.61,16.11,1.04,1.37,15637.5,15760.12
2015-06-07,19.71,19.77,1.01,3.6,14254.17,14579.54
2015-06-08,16.55,20.6,1.24,5.63,18233.33,17704.86
2015-06-09,14.92,22.58,1.37,5.21,18708.33,18266.32
2015-06-10,15.49,20.79,0.99,4.64,18654.17,18448.86
2015-06-11,16.5,18.71,0.78,2.62,18645.83,18491.5
2015-06-12,18.96,18.76,1.11,2.57,18845.83,18631.59
2015-06-13,21.74,20.13,1.2,2.82,16868.75,16923.16
2015-06-14,20.96,20.3,1.23,3.86,14862.5,14830.54
2015-06-15,16.95,24.17,1.22,6.57,18141.67,17820.79
2015-06-16,13.09,20.8,1.16,5.3,18637.5,18199.25
2015-06-17,13.12,19.58,0.97,4.7,18570.83,18257.69
2015-06-18,13.48,20.97,0.88,5.98,18479.17,18424.44
2015-06-19,12.88,25.44,0.94,7.09,18410.42,18432.88
2015-06-20,11.73,23.83,0.84,5.61,16797.92,16458.29
2015-06-21,12.17,24.1,0.99,5.74,14516.67,14610.27
2015-06-22,13.29,22.04,1.26,5.35,17954.17,17752.47
2015-06-23,13.8,25.05,1.39,7.33,18445.83,18521.51
2015-06-24,13.14,22.26,1.12,5.63,18612.5,18463.94
2015-06-25,13.22,22.04,0.84,6.02,18708.33,18412.61
2015-06-26,15.68,21.22,0.81,4.94,18350.0,18352.6
2015-06-27,15.43,23.52,0.55,6.45,16318.75,16642.91
2015-06-28,16.18,24.85,0.85,6.64,14766.67,14793.22
2015-06-29,15.97,25.14,0.89,6.9,17895.83,17804.01
2015-06-30,16.88,21.74,0.82,4.3,18762.5,18467.18
2015-07-01,17.52,23.03,0.96,3.1,18775.0,18613.98
2015-07-02,18.28,20.67,1.17,1.36,18887.5,18805.37
2015-07-03,19.8,18.85,1.04,1.1,19075.0,18883.72
2015-07-04,21.64,19.48,0.76,1.3,17370.83,16982.79
2015-07-05,23.13,19.74,0.72,2.21,15254.17,15392.67
2015-07-06,23.15,21.83,1.33,3.73,18804.17,18578.2
2015-07-07,21.99,20.19,1.01,1.49,19175.0,19039.04
2015-07-08,20.77,26.92,1.68,6.78,19208.33,18687.48
2015-07-09,16.0,24.17,1.92,5.67,18925.0,18303.74
2015-07-10,12.53,22.42,2.36,5.48,18791.67,17931.3
2015-07-11,13.92,22.16,1.56,3.63,16762.5,16221.79
2015-07-12,16.27,22.26,0.98,4.59,14879.17,14768.56
2015-07-13,15.83,30.73,1.32,7.28,17945.83,17773.21
2015-07-14,16.34,28.75,1.27,6.86,18641.67,18334.46
2015-07-15,17.1,26.54,1.48,5.53,18720.83,18418.45
2015-07-16,17.95,23.66,0.99,3.4,18795.83,18548.32
2015-07-17,20.38,22.31,1.21,3.64,19008.33,18721.21
2015-07-18,21.96,21.26,1.39,4.03,17054.17,16894.3
2015-07-19,21.79,24.3,1.52,4.11,15358.33,14945.86
2015-07-20,19.45,24.18,1.92,4.26,18491.67,17633.04
2015-07-21,19.28,24.01,1.03,3.32,18845.83,18513.2
2015-07-22,22.91,22.95,1.04,2.52,19204.17,19003.83
2015-07-23,22.63,24.43,1.53,4.9,19100.0,19080.36
2015-07-24,20.34,24.97,1.07,5.13,19183.33,18829.38
2015-07-25,21.82,24.62,1.64,4.83,16850.0,16953.7
2015-07-26,16.87,25.4,1.52,5.67,14954.17,14795.31
2015-07-27,14.97,25.92,1.25,6.41,18022.92,17414.61
2015-07-28,17.05,24.56,1.89,5.2,18800.0,18045.19
2015-07-29,16.11,25.76,1.38,5.78,18254.17,18082.14
2015-07-30,15.36,23.3,1.69,4.0,18291.67,18045.0
2015-07-31,14.05,23.82,1.27,4.56,18285.42,17800.05
2015-08-01,14.9,22.09,1.06,2.9,16766.67,16052.8
2015-08-02,18.05,21.62,0.87,4.77,15110.42,14682.62
2015-08-03,20.02,23.03,0.78,4.17,18008.33,17814.94
2015-08-04,21.99,21.85,1.14,3.04,19012.5,18608.02
2015-08-05,22.07,23.57,1.11,4.22,19100.0,18852.57
2015-08-06,22.17,24.1,0.82,2.43,19216.67,18967.9
2015-08-07,23.88,22.0,0.95,1.87,19116.67,19025.81
2015-08-08,25.18,19.76,1.19,1.78,17312.5,17313.49
2015-08-09,23.55,22.94,1.07,3.7,15439.58,15602.68
2015-08-10,22.7,23.71,1.05,2.71,17706.38,17409.08
2015-08-11,23.38,21.72,0.93,2.14,17872.88,18046.74
2015-08-12,23.29,21.97,0.91,2.77,19366.67,18749.67
2015-08-13,22.1,23.35,1.35,3.05,19152.08,18779.88
2015-08-14,21.55,22.06,1.53,2.23,19168.75,18147.97
2015-08-15,22.02,21.61,1.15,3.36,14981.25,14950.09
2015-08-16,20.55,24.34,1.14,4.87,14887.5,14637.59
2015-08-17,19.39,23.39,1.59,5.98,18614.58,17781.9
2015-08-18,18.51,21.19,1.96,4.38,19183.33,18361.97
2015-08-19,15.9,19.89,1.85,2.44,18812.5,18306.73
2015-08-20,14.8,19.84,1.62,1.92,18625.0,18209.34
2015-08-21,14.55,20.89,1.19,3.29,18581.25,18240.91
2015-08-22,14.85,23.71,0.95,5.12,16645.83,16525.65
2015-08-23,16.7,23.18,1.18,4.41,15035.42,14853.17
2015-08-24,18.65,20.8,1.76,4.13,18314.58,18057.6
2015-08-25,17.97,24.51,1.6,6.48,18727.08,18619.87
2015-08-26,16.5,26.47,0.95,3.4,18775.0,18586.95
2015-08-27,18.72,23.22,1.36,3.26,18950.0,18776.25
2015-08-28,20.8,23.91,1.6,4.27,18975.0,18932.68
2015-08-29,18.65,26.94,0.94,3.64,16991.67,16842.85
2015-08-30,20.72,23.46,1.01,2.34,15329.17,15182.32
2015-08-31,23.03,21.3,1.11,1.95,18820.83,18758.9
2015-09-01,23.72,18.0,1.82,1.71,19384.0,19420.56
2015-09-02,17.88,28.09,1.81,6.1,19295.83,18923.47
2015-09-03,14.96,28.02,1.03,6.3,19225.0,18687.38
2015-09-04,14.2,30.64,1.31,6.35,19147.92,18667.22
2015-09-05,13.29,27.49,1.39,6.68,16862.5,16567.44
2015-09-06,11.65,27.85,2.68,7.0,15139.58,14748.45
2015-09-07,10.97,27.87,2.4,6.16,18418.75,17795.21
2015-09-08,10.18,27.8,1.98,5.56,18912.5,18375.74
2015-09-09,10.46,29.84,0.83,6.3,18891.67,18584.11
2015-09-10,11.08,28.32,1.51,5.11,18816.67,18439.56
2015-09-11,13.14,26.11,1.83,6.79,18858.33,18457.02
2015-09-12,13.5,28.44,1.29,5.49,16862.5,15744.82
2015-09-13,13.96,27.81,1.72,4.42,15079.17,14783.0
2015-09-14,15.93,25.41,2.7,4.96,18229.17,18056.56
2015-09-15,17.62,27.41,1.57,5.76,18783.33,19037.14
2015-09-16,19.15,26.65,2.3,5.24,18958.33,19223.39
2015-09-17,21.79,23.43,2.27,2.6,19520.83,19406.6
2015-09-18,17.89,24.74,1.41,4.34,19429.17,18981.2
2015-09-19,14.94,29.88,0.95,6.15,17233.33,17166.55
2015-09-20,12.83,31.29,1.45,7.25,15191.67,15261.08
2015-09-21,9.95,29.59,1.4,5.18,18620.83,18294.91
2015-09-22,10.03,27.27,1.43,3.43,19139.58,18763.18
2015-09-23,13.89,27.44,1.21,5.33,19212.5,19134.68
2015-09-24,14.33,29.24,1.31,5.94,19195.83,19100.23
2015-09-25,13.51,30.33,1.52,6.98,19458.33,19062.98
2015-09-26,11.15,31.21,1.94,7.28,17466.67,17217.91
2015-09-27,9.74,29.28,1.52,5.3,15433.33,15242.55
2015-09-28,8.45,29.15,1.31,4.82,18812.5,18382.9
2015-09-29,8.69,28.59,1.62,6.24,19383.33,19078.08
2015-09-30,8.01,27.61,1.23,5.53,19375.0,19225.93
2015-10-01,6.19,28.12,1.04,2.48,19491.67,19103.33
2015-10-02,7.91,26.16,1.09,2.87,19483.33,17269.21
2015-10-03,9.99,26.39,1.43,2.88,17520.83,17244.48
2015-10-04,13.48,26.22,1.83,2.6,15625.0,15362.19
2015-10-05,11.93,29.91,0.78,5.24,18854.17,18505.53
2015-10-06,10.96,30.1,1.22,5.52,19520.83,19085.38
2015-10-07,8.06,25.56,2.31,5.32,19495.83,19094.33
2015-10-08,5.68,25.58,1.37,4.75,19500.0,19167.47
2015-10-09,4.41,25.17,1.34,4.93,19537.5,19374.36
2015-10-10,2.7,25.12,1.57,3.96,17708.33,17552.05
2015-10-11,2.08,24.32,2.43,5.65,15937.5,15773.56
2015-10-12,1.23,29.92,1.61,7.13,19233.33,19414.95
2015-10-13,3.1,30.71,1.15,7.52,19808.33,20321.28
2015-10-14,6.0,29.41,1.84,7.32,20214.58,20239.54
2015-10-15,7.37,27.56,2.37,7.42,20350.0,20008.76
2015-10-16,9.84,29.34,1.92,6.67,20504.17,19956.12
2015-10-17,9.3,32.07,0.94,7.56,18304.17,18142.54
2015-10-18,7.39,31.96,1.18,6.33,16262.5,16234.55
2015-10-19,6.39,31.59,1.07,6.62,20004.17,19583.78
2015-10-20,5.97,33.34,1.4,7.89,20458.33,20313.35
2015-10-21,6.23,32.78,1.41,7.72,20541.67,20373.1
2015-10-22,6.4,31.97,1.2,7.61,20504.17,20283.46
2015-10-23,7.62,30.59,2.2,7.24,20420.83,20037.22
2015-10-24,7.33,29.79,0.92,4.15,18283.33,18142.89
2015-10-25,6.26,30.88,1.65,6.23,16294.0,16241.79
2015-10-26,5.59,30.86,1.07,4.41,19975.0,19602.39
2015-10-27,3.41,29.68,1.04,3.34,20408.33,20229.09
2015-10-28,4.66,27.95,1.79,3.39,20500.0,20146.44
2015-10-29,5.53,29.56,1.12,5.28,20608.33,20364.78
2015-10-30,5.29,30.89,0.7,3.96,20341.67,20185.03
2015-10-31,4.82,29.69,1.3,3.27,18079.17,17618.53
2015-11-01,5.04,26.23,1.57,2.45,15389.58,14483.87
2015-11-02,5.4,25.57,1.5,3.65,19371.25,18956.86
2015-11-03,4.1,27.35,1.08,3.27,20545.83,20264.89
2015-11-04,3.55,27.78,1.04,3.91,20512.5,20448.77
2015-11-05,2.31,30.95,0.99,5.25,20479.17,20622.09
2015-11-06,2.85,30.23,0.95,6.07,20712.5,20609.5
2015-11-07,6.59,31.71,1.26,7.5,18504.17,18593.57
2015-11-08,10.41,28.1,3.44,4.37,16591.67,16244.01
2015-11-09,7.43,30.99,1.95,7.26,20016.67,19782.66
2015-11-10,11.02,31.12,3.33,7.83,20591.67,19913.5
2015-11-11,12.24,31.35,2.53,7.66,16833.33,16612.18
2015-11-12,10.36,29.28,2.63,5.95,20043.75,19330.53
2015-11-13,6.23,30.51,1.61,5.49,20566.67,19936.55
2015-11-14,6.14,27.36,3.4,5.78,18904.17,18141.12
2015-11-15,5.1,31.21,2.33,7.7,16791.67,16565.31
2015-11-16,6.09,32.76,1.26,7.6,20270.83,19905.0
2015-11-17,7.89,32.25,2.05,7.77,20791.67,20292.43
2015-11-18,9.88,29.81,3.97,7.24,20812.5,20136.35
2015-11-19,8.29,27.74,3.45,6.18,20722.92,20187.18
2015-11-20,6.61,30.86,2.25,7.51,20739.58,20318.49
2015-11-21,2.84,32.6,0.95,7.52,18795.83,18582.78
2015-11-22,1.16,32.94,1.05,7.11,16954.17,16635.66
2015-11-23,-0.52,31.36,1.24,5.64,20299.12,20346.61
2015-11-24,-2.05,30.23,1.17,3.73,20904.25,20921.62
2015-11-25,-2.88,28.92,1.62,3.65,21362.5,21087.66
2015-11-26,-2.07,31.34,1.12,7.02,21341.29,21279.53
2015-11-27,-1.39,32.03,1.22,6.98,21164.67,21211.27
2015-11-28,-1.23,31.86,1.26,7.3,19237.5,19189.61
2015-11-29,1.55,30.02,2.49,6.29,17277.08,16979.69
2015-11-30,3.99,28.52,3.6,6.43,20870.83,20079.99
2015-12-01,3.57,30.16,3.89,6.96,21329.17,20723.38
2015-12-02,3.29,31.66,1.76,7.5,21027.88,21106.93
2015-12-03,4.64,32.62,1.11,7.0,21066.92,20961.12
2015-12-04,3.79,29.23,2.38,5.1,21266.67,20316.52
2015-12-05,4.94,28.28,2.44,5.14,19541.67,18347.27
2015-12-06,5.59,26.56,3.12,3.84,17404.17,16516.65
2015-12-07,5.28,29.64,1.88,5.92,20683.33,20226.31
2015-12-08,3.73,32.73,1.02,6.48,21150.0,20804.45
2015-12-09,2.73,32.09,1.37,7.61,21275.0,21095.35
2015-12-10,2.38,31.87,1.36,5.26,21433.33,20860.75
2015-12-11,0.65,28.26,2.36,4.87,21504.17,20831.16
2015-12-12,3.0,30.26,2.78,6.02,19608.33,18859.44
2015-12-13,3.24,30.78,3.37,7.46,17462.5,16910.21
2015-12-14,0.28,29.28,1.16,5.6,20937.5,20647.06
2015-12-15,-0.2,31.25,1.11,7.23,21550.0,21320.17
2015-12-16,0.21,32.76,0.88,6.18,21429.17,21306.62
2015-12-17,1.79,32.31,2.3,6.87,21533.33,21035.94
2015-12-18,5.3,32.35,1.96,7.44,21345.83,20496.1
2015-12-19,5.82,31.46,1.62,5.51,19358.33,18474.99
2015-12-20,4.46,30.4,2.05,3.73,17275.0,16520.61
2015-12-21,4.01,30.49,2.48,5.49,20616.67,19736.61
2015-12-22,6.54,27.49,3.74,5.91,20401.92,19810.76
2015-12-23,8.15,26.43,2.75,4.44,19761.83,19503.43
2015-12-24,3.61,31.13,1.14,3.28,16022.08,15810.31
2015-12-25,4.41,30.07,2.16,5.17,13983.33,13446.58
2015-12-26,7.61,28.81,3.43,5.43,14025.0,13428.25
2015-12-27,6.39,28.86,2.03,5.26,15291.67,14522.47
2015-12-28,5.02,30.67,2.03,7.16,18274.96,17921.31
2015-12-29,-0.68,29.71,1.84,5.32,19087.5,18645.28
2015-12-30,-5.87,27.66,1.66,2.78,19520.83,18877.45
2015-12-31,-6.71,25.6,1.52,1.94,17658.33,17281.93
2016-01-01,-8.71,27.94,1.17,3.86,14904.17,15060.59
2016-01-02,-11.18,26.84,2.29,3.14,16933.46,17006.76
2016-01-03,-14.09,26.83,1.47,2.86,17152.62,17392.58
2016-01-04,-12.61,25.85,1.87,4.85,20798.42,21035.03
2016-01-05,-9.5,28.84,1.44,6.25,21770.83,21709.92
2016-01-06,-5.92,30.86,1.18,6.44,17460.42,18351.18
2016-01-07,-5.44,31.45,1.33,7.26,20862.5,21324.73
2016-01-08,-3.19,30.59,2.07,6.24,21279.17,21455.24
2016-01-09,-1.53,31.11,1.32,5.22,19545.83,19368.13
2016-01-10,-0.32,33.17,1.37,7.17,17902.08,17479.53
2016-01-11,1.65,33.61,1.68,7.34,21216.67,20882.41
2016-01-12,1.65,32.11,2.5,7.25,21754.17,21299.02
2016-01-13,0.71,32.14,2.15,7.18,21376.12,21230.93
2016-01-14,-1.31,30.82,1.69,6.49,21541.21,21297.26
2016-01-15,-1.36,32.26,1.24,7.51,21806.25,21312.64
2016-01-16,-3.86,30.62,1.92,6.49,19557.88,19390.53
2016-01-17,-6.96,29.87,1.09,6.53,17798.38,17899.57
2016-01-18,-6.37,30.76,1.0,6.45,21629.17,21413.88
2016-01-19,-8.17,29.79,1.1,6.24,22300.0,22063.26
2016-01-20,-7.44,28.92,1.96,6.83,22466.67,22172.46
2016-01-21,-5.65,30.14,2.05,7.36,22431.25,21975.6
2016-01-22,-7.36,30.24,1.25,5.41,22155.54,21922.34
2016-01-23,-9.58,27.64,1.37,4.16,19830.46,20026.1
2016-01-24,-3.83,32.61,1.43,7.77,18104.17,17767.3
2016-01-25,-0.11,32.92,1.92,7.87,21354.17,20923.93
2016-01-26,3.13,33.51,1.64,7.55,21433.33,19542.34
2016-01-27,4.97,30.71,2.79,6.7,21491.67,20727.31
2016-01-28,5.58,28.75,3.15,6.68,21331.25,20475.05
2016-01-29,2.26,28.29,2.26,5.07,21425.0,20436.61
2016-01-30,5.1,26.49,3.48,4.95,19143.75,18138.28
2016-01-31,2.67,28.61,3.33,6.25,16572.92,16326.51
2016-02-01,2.34,31.7,2.29,7.4,20441.67,20065.7
2016-02-02,6.92,28.01,3.65,7.05,20414.29,20069.65
2016-02-03,4.76,26.86,2.96,6.64,20373.75,20180.88
2016-02-04,1.11,29.39,2.72,7.0,20887.5,20411.22
2016-02-05,-0.35,30.19,2.0,6.19,21050.0,20688.23
2016-02-06,1.46,29.71,1.98,5.64,18662.5,18372.28
2016-02-07,3.8,26.49,3.42,3.37,16789.58,16314.74
2016-02-08,5.57,26.1,3.09,6.28,20297.92,19591.41
2016-02-09,6.96,24.19,3.58,5.29,20568.75,19979.16
2016-02-10,4.91,29.33,2.48,7.69,20737.5,20382.4
2016-02-11,1.46,32.01,2.34,6.97,20787.5,20571.86
2016-02-12,0.94,30.27,1.94,5.63,20910.42,20497.73
2016-02-13,1.27,32.22,1.42,7.37,18783.33,18666.01
2016-02-14,3.03,31.36,1.84,5.6,16925.0,16637.51
2016-02-15,4.27,33.46,1.14,7.65,20358.33,20097.04
2016-02-16,2.16,31.7,1.75,7.41,20975.0,20676.0
2016-02-17,1.05,30.23,2.59,5.85,20991.67,20594.35
2016-02-18,4.7,30.72,1.52,7.21,20833.33,20684.16
2016-02-19,2.64,33.29,1.37,7.86,20945.83,20804.63
2016-02-20,0.61,31.34,2.01,6.27,18716.67,18362.51
2016-02-21,3.33,32.27,2.56,7.63,16762.5,16438.77
2016-02-22,7.88,28.54,3.59,5.93,20175.0,19570.71
2016-02-23,4.4,30.48,2.03,7.43,20800.0,20360.74
2016-02-24,0.93,31.31,2.01,6.14,20733.33,20322.81
