Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2018-07-25,20.05,29.46,1.37,4.6,20018.75,19751.53
2018-07-26,20.35,31.18,1.23,5.1,20039.58,19952.95
2018-07-27,21.09,30.45,1.23,4.46,20072.92,20010.25
2018-07-28,21.75,29.81,0.96,3.89,18025.0,18021.63
2018-07-29,21.95,30.54,1.3,4.73,15879.17,16145.62
2018-07-30,21.79,29.9,1.19,3.93,19858.33,19415.38
2018-07-31,22.13,28.98,1.26,4.64,20560.42,20218.78
2018-08-01,22.57,29.5,1.16,4.38,20635.42,20231.96
2018-08-02,22.83,28.4,1.1,3.24,20560.42,20442.68
2018-08-03,22.11,26.58,1.06,2.45,20404.17,20245.05
2018-08-04,21.81,25.8,0.87,2.24,18254.17,17972.33
2018-08-05,20.63,29.16,1.52,4.82,16283.33,15947.36
2018-08-06,18.92,27.79,1.38,3.95,19622.92,18797.2
2018-08-07,19.74,24.94,1.04,1.85,20375.0,19644.05
2018-08-08,21.75,24.61,1.53,2.99,20454.17,19988.81
2018-08-09,23.36,24.44,1.52,2.49,20558.33,20302.34
2018-08-10,22.31,26.35,1.96,4.49,20325.0,20035.27
2018-08-11,17.94,34.17,1.14,6.53,17508.33,17491.57
2018-08-12,17.22,27.24,1.36,3.35,15935.42,15155.0
2018-08-13,19.87,25.49,1.4,2.46,19560.42,18909.74
2018-08-14,20.14,29.35,1.47,5.05,20158.33,19399.6
2018-08-15,18.5,31.86,1.33,6.41,15691.67,15815.56
2018-08-16,18.18,30.26,0.82,3.51,19170.83,18742.6
2018-08-17,19.02,29.54,1.03,2.72,19843.75,19391.93
2018-08-18,19.65,29.93,0.81,3.84,17733.33,17728.61
2018-08-19,19.88,29.02,0.81,3.04,15802.08,15621.09
2018-08-20,20.75,26.63,1.43,2.8,19287.5,19489.34
2018-08-21,18.57,28.06,1.42,3.92,20027.08,19944.98
2018-08-22,17.14,27.73,0.93,1.72,20164.58,19920.37
2018-08-23,19.76,25.61,1.22,2.15,20385.42,20210.71
2018-08-24,20.71,28.31,1.54,5.16,20491.67,20303.93
2018-08-25,16.65,34.35,1.01,7.34,17900.0,17782.66
2018-08-26,12.97,34.66,1.32,7.2,15679.17,15632.75
2018-08-27,12.95,31.17,0.85,5.06,19289.58,18732.43
2018-08-28,15.08,29.97,1.24,5.69,19989.58,19554.63
2018-08-29,14.72,30.59,0.82,2.76,20170.83,19749.95
2018-08-30,16.2,29.34,1.23,3.39,20162.5,19821.04
2018-08-31,16.43,32.54,1.18,6.4,20079.17,19796.61
2018-09-01,16.9,30.91,1.24,4.68,17839.58,17689.89
2018-09-02,18.05,29.58,1.5,4.33,16147.92,15892.42
2018-09-03,17.46,29.82,1.27,3.9,19612.5,19337.51
2018-09-04,17.05,31.83,0.89,5.82,20156.25,20013.18
2018-09-05,16.51,33.07,1.07,5.92,20185.42,20038.51
2018-09-06,15.76,32.61,0.85,4.52,20154.17,20059.03
2018-09-07,15.52,31.04,0.87,4.18,20183.33,20108.65
2018-09-08,15.28,32.2,1.1,5.82,18145.83,17862.07
2018-09-09,14.7,32.14,0.89,5.16,16379.17,15660.01
2018-09-10,14.66,30.25,0.95,3.05,19660.42,19367.86
2018-09-11,15.66,28.8,1.15,5.72,20283.33,20009.28
2018-09-12,18.07,25.78,1.38,2.38,20358.33,20196.06
2018-09-13,16.42,30.51,0.85,4.25,20302.08,20159.55
2018-09-14,15.21,34.03,0.89,6.86,20139.58,20118.13
2018-09-15,14.45,33.86,1.13,5.77,17991.67,17772.71
2018-09-16,12.58,31.1,0.99,3.44,15966.67,15570.29
2018-09-17,13.99,29.43,1.1,3.56,19791.67,19365.49
2018-09-18,15.83,29.92,1.08,3.09,20458.33,20159.13
2018-09-19,16.52,28.03,1.09,1.74,20510.42,20341.3
2018-09-20,16.55,28.88,0.86,2.47,20625.0,20434.83
2018-09-21,17.05,26.46,1.88,2.64,20762.5,20224.73
2018-09-22,12.24,31.66,1.83,6.64,18229.17,17772.06
2018-09-23,10.78,31.02,2.24,6.28,16137.5,15629.29
2018-09-24,8.1,32.69,3.38,6.75,19804.17,19132.85
2018-09-25,5.93,31.47,2.18,5.33,20404.17,19925.94
2018-09-26,6.23,29.19,1.97,4.36,20414.58,19881.26
2018-09-27,11.88,28.17,2.21,6.03,20510.42,20198.99
2018-09-28,12.13,28.34,2.1,4.43,20508.33,20072.79
2018-09-29,6.94,31.64,1.36,3.4,18331.25,18097.93
2018-09-30,5.89,28.39,1.38,2.32,16275.0,16157.04
2018-10-01,7.74,29.66,1.14,4.44,19981.25,19641.6
2018-10-02,7.52,32.58,1.86,6.67,20629.17,20550.99
2018-10-03,7.8,31.12,3.62,6.45,20687.5,20522.08
2018-10-04,7.11,31.68,2.01,4.56,20687.5,20561.97
2018-10-05,8.41,30.16,1.4,3.25,20541.67,20345.04
2018-10-06,10.89,28.11,2.13,1.91,18562.5,18121.6
2018-10-07,13.15,29.89,1.73,5.18,16416.67,16287.99
2018-10-08,9.2,32.6,0.87,5.37,20112.5,19926.09
2018-10-09,9.45,33.19,0.82,3.92,20770.83,20518.15
2018-10-10,10.52,32.49,0.75,2.63,20737.5,20426.6
2018-10-11,11.76,30.11,1.25,2.23,20691.67,20287.28
2018-10-12,11.86,29.81,1.07,1.39,20516.67,20235.35
2018-10-13,11.28,30.75,0.93,1.88,18400.0,18049.34
2018-10-14,11.58,28.19,1.48,1.84,16537.5,15741.88
2018-10-15,10.76,26.76,1.26,1.24,20112.5,19473.1
2018-10-16,10.12,27.96,1.01,2.24,20660.42,20284.73
2018-10-17,10.26,30.1,0.68,3.35,20675.0,20329.4
2018-10-18,10.25,31.32,0.6,4.18,20693.75,20494.96
2018-10-19,9.89,35.06,1.0,6.94,20727.08,20672.9
2018-10-20,8.31,34.83,0.92,7.24,18583.33,18492.39
2018-10-21,5.91,34.79,1.03,6.35,16545.83,16318.9
2018-10-22,5.33,34.09,1.24,5.36,20418.75,20166.03
2018-10-23,5.77,34.18,3.43,7.55,21108.33,20908.69
2018-10-24,5.3,30.02,4.44,6.01,21314.58,20807.95
2018-10-25,5.78,33.94,3.15,7.17,21510.42,21125.62
2018-10-26,7.2,31.89,1.87,6.6,21329.17,20939.19
2018-10-27,8.02,31.35,1.81,7.38,19212.5,18763.41
2018-10-28,6.2,34.98,1.67,7.44,17108.0,17052.54
2018-10-29,9.24,35.14,2.19,6.38,20950.0,20727.11
2018-10-30,14.57,27.01,3.73,4.48,20889.58,20528.01
2018-10-31,9.49,28.85,1.64,1.52,20675.0,20270.66
2018-11-01,10.07,30.02,2.36,4.33,15541.67,15459.43
2018-11-02,12.57,32.27,1.18,5.14,18370.83,18092.9
2018-11-03,10.6,35.21,1.13,7.15,18304.17,17951.88
2018-11-04,10.04,35.09,1.41,6.88,16641.67,16554.47
2018-11-05,10.59,31.88,1.5,4.63,20529.17,20137.41
2018-11-06,9.54,29.46,1.59,2.03,21141.67,20626.51
2018-11-07,8.64,30.92,1.65,2.64,21187.5,20847.26
2018-11-08,6.75,33.47,0.69,3.78,21204.17,21079.47
2018-11-09,6.35,35.49,0.9,5.61,21250.0,21278.07
2018-11-10,6.42,34.58,1.32,5.12,19037.5,18983.89
2018-11-11,6.05,33.68,1.92,4.3,16645.83,16110.32
2018-11-12,7.13,33.16,1.75,4.11,18068.75,17335.8
2018-11-13,8.25,32.78,1.65,5.52,20691.67,20627.22
2018-11-14,7.41,34.27,2.04,7.37,21439.58,21396.38
2018-11-15,5.35,34.82,1.08,7.3,21514.58,21474.25
2018-11-16,2.48,33.11,1.79,6.37,21793.75,21591.73
2018-11-17,-1.15,31.57,1.33,3.19,19966.67,19710.84
2018-11-18,-1.85,33.56,0.8,6.26,17864.58,17652.37
2018-11-19,-0.06,33.69,2.19,7.67,21802.08,21498.27
2018-11-20,0.11,32.34,2.59,6.94,22300.0,22263.97
2018-11-21,-0.35,33.58,2.17,7.63,22520.83,22578.92
2018-11-22,-0.7,33.96,1.1,7.66,22491.67,22849.24
2018-11-23,-0.11,34.54,1.11,7.4,22450.0,22837.41
2018-11-24,2.1,35.14,1.7,7.52,20037.5,20456.35
2018-11-25,3.68,36.12,0.74,7.45,18137.5,18125.06
2018-11-26,1.2,34.52,2.22,7.25,22275.0,22080.0
2018-11-27,-2.31,33.15,1.49,6.75,23020.83,22749.0
2018-11-28,-3.46,32.55,1.33,5.01,22987.5,22787.34
2018-11-29,-5.79,29.3,2.49,2.53,23104.17,22909.86
2018-11-30,-5.95,27.51,2.22,3.26,23291.67,22878.16
2018-12-01,-7.59,30.67,1.42,5.05,20787.5,20776.71
2018-12-02,-1.46,33.23,2.58,5.9,18391.67,18465.62
2018-12-03,3.34,35.85,2.23,7.29,22087.5,21909.96
2018-12-04,4.57,35.64,2.27,7.2,22739.58,21888.62
2018-12-05,0.18,33.49,1.97,4.27,22891.67,22315.03
2018-12-06,-1.61,33.14,1.27,5.98,22850.0,22740.23
2018-12-07,2.82,35.87,2.37,7.83,22912.5,22487.14
2018-12-08,3.9,33.67,2.59,6.4,20787.5,19920.21
2018-12-09,3.3,34.77,2.92,7.33,18387.5,17722.42
2018-12-10,2.27,34.37,2.57,7.35,22158.33,21734.42
2018-12-11,0.09,35.56,1.29,7.16,22783.33,22550.51
2018-12-12,-0.62,36.04,0.97,7.44,23091.67,22735.06
2018-12-13,-1.39,35.06,1.06,7.49,23210.42,22974.82
2018-12-14,-1.92,35.23,1.08,7.73,23275.0,23059.01
2018-12-15,-2.12,34.39,1.74,7.74,20762.5,20846.13
2018-12-16,-3.41,34.52,1.27,6.37,19000.0,18911.92
2018-12-17,-3.77,34.42,0.81,7.29,22808.33,22663.54
2018-12-18,-1.89,35.17,0.69,7.19,23279.17,22808.2
2018-12-19,-3.56,32.73,1.91,5.6,23416.67,22784.32
2018-12-20,-2.64,33.87,1.92,7.66,23252.08,22758.68
2018-12-21,0.39,34.04,2.42,7.28,22683.33,21857.52
2018-12-22,3.69,34.49,3.33,7.68,20145.83,19652.26
2018-12-23,2.29,35.24,1.89,7.64,18214.58,18313.23
2018-12-24,0.05,34.96,2.42,7.75,17058.33,17091.92
2018-12-25,-0.75,35.31,2.09,7.87,15081.25,15037.17
2018-12-26,2.04,34.74,2.85,7.68,15247.92,15201.62
2018-12-27,3.36,36.31,2.27,7.83,18677.08,18639.69
2018-12-28,3.76,35.77,2.34,7.74,19400.0,19116.61
2018-12-29,2.68,35.93,1.65,7.77,18554.17,18229.51
2018-12-30,2.7,36.1,1.67,7.66,16962.5,16873.27
2018-12-31,1.12,35.53,2.11,7.56,17062.5,17202.65
2019-01-01,1.52,32.5,3.14,7.17,15062.5,14977.9
2019-01-02,0.03,32.66,3.62,7.7,20080.42,20062.28
2019-01-03,-3.51,29.7,2.97,6.86,22258.33,21603.22
2019-01-04,-4.39,31.59,2.1,7.25,22183.33,21957.43
2019-01-05,-1.18,33.38,2.46,7.45,20020.83,19896.67
2019-01-06,-3.91,30.9,2.24,7.6,18666.67,17902.41
2019-01-07,-6.74,31.41,1.1,6.39,22508.33,22015.6
2019-01-08,-4.19,32.32,2.81,7.51,22768.75,22613.16
2019-01-09,-2.98,32.59,1.42,7.69,22862.5,22599.62
2019-01-10,-4.88,31.99,1.14,7.5,23008.33,22920.3
2019-01-11,-6.83,31.17,1.66,6.65,22875.0,22802.59
2019-01-12,-1.54,32.99,2.25,7.42,20675.0,20205.7
2019-01-13,0.97,33.86,2.76,7.67,18579.17,17951.72
2019-01-14,-0.22,30.95,4.01,6.91,22414.58,21663.95
2019-01-15,-1.59,31.48,3.35,7.34,22945.83,22317.22
2019-01-16,1.68,33.41,2.22,7.68,22244.79,22110.64
2019-01-17,2.46,29.14,3.01,6.43,22739.58,21929.71
2019-01-18,0.3,30.58,2.63,6.41,22756.25,22248.43
2019-01-19,-5.01,30.23,1.01,4.12,20383.33,20231.68
2019-01-20,-5.46,30.41,0.78,5.76,18420.83,18287.95
2019-01-21,-6.73,31.31,1.15,6.0,22379.17,22582.69
2019-01-22,-8.2,29.82,1.06,4.45,23037.5,23093.36
2019-01-23,-7.75,29.11,1.7,6.81,23404.17,23151.16
2019-01-24,-7.1,29.87,2.04,6.86,23462.5,23285.71
2019-01-25,-6.75,30.22,1.31,7.7,23629.17,23276.43
2019-01-26,-5.34,30.57,1.2,7.59,20975.0,20781.22
2019-01-27,-2.0,31.33,2.32,7.25,18800.0,18568.64
2019-01-28,-0.26,31.8,1.53,6.88,22512.5,21975.49
2019-01-29,-0.76,32.42,1.4,6.56,23037.5,22404.75
2019-01-30,-1.65,32.04,0.94,5.96,22816.67,22377.82
2019-01-31,-1.8,33.06,0.93,5.86,22800.0,22432.77
2019-02-01,-0.96,30.97,2.47,5.79,22633.33,22194.74
2019-02-02,4.61,29.68,2.65,6.96,20254.17,19560.2
2019-02-03,3.8,31.81,1.49,7.19,18075.0,17579.71
2019-02-04,0.39,31.57,1.92,7.43,22135.42,21622.26
2019-02-05,-1.18,30.8,1.19,5.26,22679.17,22188.54
2019-02-06,-0.94,30.18,1.34,5.45,22600.0,22185.66
2019-02-07,-0.7,26.54,1.88,3.18,22541.67,22034.43
2019-02-08,0.37,29.31,1.4,4.96,22479.17,21820.24
2019-02-09,1.29,28.01,2.53,5.25,19858.33,19545.37
2019-02-10,3.17,27.5,3.1,4.94,17720.83,17236.0
2019-02-11,3.13,30.79,2.64,7.38,22033.33,21187.09
2019-02-12,0.34,28.41,3.24,6.51,22445.83,21885.78
2019-02-13,0.96,31.46,2.87,7.38,22620.83,21987.18
2019-02-14,4.12,30.25,2.07,6.88,22504.17,21651.02
2019-02-15,3.07,31.78,1.16,5.72,22016.67,21449.07
2019-02-16,2.93,28.65,1.17,2.6,19720.83,19009.98
2019-02-17,3.81,27.23,1.38,3.26,17354.17,16873.53
2019-02-18,3.45,29.1,0.92,3.2,21362.5,20550.39
2019-02-19,3.87,26.36,1.91,2.82,21950.0,21020.9
2019-02-20,4.21,27.94,2.81,6.88,21747.92,21285.68
2019-02-21,3.96,29.86,2.05,7.54,22087.5,21500.31
2019-02-22,-1.66,26.08,3.01,3.9,22495.83,21624.59
2019-02-23,-5.57,25.26,1.12,3.47,20408.33,19599.57
2019-02-24,-0.66,23.41,1.45,6.18,17964.58,17569.1
2019-02-25,2.66,25.78,2.04,3.97,21233.33,20893.82
2019-02-26,4.56,27.08,3.02,5.68,21675.0,21355.28
2019-02-27,3.35,28.39,2.22,3.67,21937.5,21248.91
2019-02-28,5.77,22.89,3.26,2.68,21783.33,20865.39
2019-03-01,2.69,28.83,2.09,6.48,21299.75,21488.34
2019-03-02,-1.28,27.27,1.27,5.07,19462.5,19259.71
2019-03-03,3.06,28.7,2.53,6.84,17320.83,17047.71
2019-03-04,9.1,24.48,3.12,6.13,21204.17,20345.51
2019-03-05,5.69,25.59,3.93,5.71,21604.17,21005.2
2019-03-06,3.76,27.9,1.89,4.12,21445.83,20947.9
2019-03-07,7.48,23.1,2.75,5.73,21420.83,20922.9
2019-03-08,8.21,23.37,3.5,5.09,21341.67,20680.38
2019-03-09,4.97,27.63,2.95,5.99,19187.5,18730.34
2019-03-10,4.49,26.82,3.47,6.44,17025.0,16735.53
2019-03-11,2.26,28.33,3.06,6.29,21229.17,20479.94
2019-03-12,0.8,28.44,2.21,5.07,21541.67,21245.09
2019-03-13,2.28,24.74,2.55,6.67,21695.83,21372.06
2019-03-14,3.66,28.37,2.44,5.8,21795.83,21276.7
2019-03-15,4.3,30.66,2.69,7.13,21850.0,21191.08
2019-03-16,4.88,26.28,3.78,6.93,19112.5,18898.21
2019-03-17,8.56,26.44,2.42,4.29,16985.42,16316.75
2019-03-18,5.81,28.55,2.06,6.8,20604.17,20270.11
2019-03-19,2.56,27.29,1.54,5.25,21287.5,20977.93
2019-03-20,1.84,26.54,1.33,3.17,21139.58,20828.52
2019-03-21,5.35,26.8,1.85,5.96,21154.17,20923.93
2019-03-22,7.61,29.47,1.46,6.19,21014.58,20845.96
2019-03-23,6.85,25.99,1.22,2.69,18760.42,18246.53
2019-03-24,6.1,26.63,1.4,5.52,16727.08,16007.9
2019-03-25,3.87,28.47,1.66,6.94,20781.25,20059.37
2019-03-26,2.56,28.98,3.13,6.94,21300.0,20890.39
2019-03-27,1.99,26.75,1.9,3.51,21256.25,20695.15
2019-03-28,4.84,30.58,1.21,6.37,21433.33,20725.71
2019-03-29,5.6,28.91,1.86,5.53,20606.25,20469.74
2019-03-30,7.46,27.26,1.17,3.28,18531.25,18017.59
2019-03-31,7.72,24.92,1.76,3.02,16430.43,16130.65
2019-04-01,4.17,22.33,1.82,1.82,19958.33,19570.11
2019-04-02,5.21,17.35,2.68,1.54,20689.58,20019.58
2019-04-03,8.55,16.87,3.01,3.39,20508.33,20017.64
2019-04-04,10.04,17.67,2.83,3.27,20470.83,19922.21
2019-04-05,10.89,19.36,1.58,3.66,20404.17,19705.2
2019-04-06,9.16,24.07,1.9,5.28,18077.08,17590.43
2019-04-07,8.59,26.38,1.09,3.15,15970.83,15470.06
2019-04-08,8.53,26.05,1.13,3.89,19604.17,19205.48
2019-04-09,7.2,25.8,1.69,4.94,20316.67,19831.34
2019-04-10,4.45,24.52,1.98,6.27,20650.0,20284.91
2019-04-11,2.95,27.25,1.87,7.11,20325.0,20546.87
2019-04-12,2.16,26.76,1.81,7.15,20829.17,20586.76
2019-04-13,3.23,28.19,1.68,6.84,18460.42,18579.26
2019-04-14,5.99,21.06,2.2,4.18,16504.17,16332.63
2019-04-15,4.33,19.9,1.59,1.34,19947.92,19856.64
2019-04-16,4.43,21.9,1.7,2.88,20141.67,20321.77
2019-04-17,8.05,23.57,1.37,4.68,20608.33,20384.8
2019-04-18,9.29,22.17,1.26,2.1,20087.5,20212.76
2019-04-19,9.94,19.19,1.41,1.23,19441.67,19410.42
2019-04-20,9.78,19.03,1.45,2.79,16335.42,15935.98
2019-04-21,8.99,23.33,1.5,3.96,13547.92,13155.38
2019-04-22,9.3,24.65,2.62,4.28,13229.17,13324.99
2019-04-23,11.15,18.1,3.84,4.81,18620.83,18070.6
2019-04-24,13.23,20.04,3.27,5.14,19113.67,19570.08
2019-04-25,16.62,20.65,2.29,2.8,19895.83,19826.23
2019-04-26,17.65,19.72,1.99,3.61,20014.58,19690.11
2019-04-27,13.9,28.27,1.92,7.11,17891.67,17712.22
2019-04-28,9.63,32.08,1.91,7.87,15929.17,15797.1
2019-04-29,10.71,30.38,1.21,6.63,19616.67,18824.78
2019-04-30,10.59,27.16,1.5,6.04,19370.83,18891.96
2019-05-01,10.53,24.72,1.88,4.81,15704.17,15597.75
2019-05-02,11.28,25.98,3.0,5.06,16545.67,16286.52
2019-05-03,8.7,27.62,1.63,6.9,15947.92,14873.41
2019-05-04,7.62,26.64,1.38,5.84,15891.67,15697.07
2019-05-05,5.8,29.99,1.95,6.85,15058.33,14983.18
2019-05-06,5.61,24.39,1.93,6.74,19066.67,19055.27
2019-05-07,7.13,23.67,2.05,5.21,20006.25,19611.49
2019-05-08,7.71,22.06,1.61,3.55,19989.58,19723.01
2019-05-09,9.23,25.62,2.16,6.8,20218.75,19969.79
2019-05-10,10.59,30.9,1.18,6.3,19991.67,19842.35
2019-05-11,11.77,28.8,1.33,5.31,17795.83,17675.8
2019-05-12,11.4,29.23,1.64,6.58,15262.5,15452.88
2019-05-13,7.83,30.63,2.02,7.14,19181.38,19393.82
2019-05-14,5.44,32.59,1.75,7.46,20241.67,20129.72
2019-05-15,7.93,34.63,1.46,7.92,20450.0,20441.28
2019-05-16,11.81,33.25,1.39,6.96,20379.17,20228.53
2019-05-17,14.08,31.97,1.26,6.07,20358.33,19873.3
2019-05-18,15.49,29.59,1.26,4.26,17629.17,17396.79
2019-05-19,16.12,29.69,1.55,4.54,15645.83,15067.2
2019-05-20,16.77,27.93,2.15,5.65,18993.75,18959.55
2019-05-21,14.46,30.99,1.69,6.97,19806.25,19604.65
2019-05-22,13.84,32.2,1.83,7.08,20266.67,19687.38
2019-05-23,12.78,32.64,1.81,7.35,20083.33,19694.34
2019-05-24,12.79,30.49,1.17,6.42,19708.33,19553.61
2019-05-25,14.61,26.0,1.62,4.33,17600.0,17153.41
2019-05-26,14.66,25.99,1.53,4.6,15583.33,15145.99
2019-05-27,17.14,25.21,1.76,5.57,19433.33,18906.43
2019-05-28,16.27,31.99,2.0,6.58,19966.67,19609.43
2019-05-29,12.19,31.03,1.92,6.8,19783.33,19449.03
2019-05-30,10.72,26.88,1.22,5.91,19866.67,19533.49
2019-05-31,14.33,25.8,1.04,4.8,19754.17,19309.48
2019-06-01,16.47,28.58,1.15,4.39,17495.83,17038.06
2019-06-02,18.26,26.48,1.15,2.91,15029.17,15054.76
2019-06-03,19.01,23.21,1.45,1.68,19316.67,19002.65
2019-06-04,20.15,23.24,1.39,2.53,19962.5,19798.34
2019-06-05,20.16,24.72,1.87,2.77,20162.5,20012.95
2019-06-06,19.6,25.88,1.96,3.65,20250.0,19930.45
2019-06-07,19.24,28.57,1.19,4.54,20200.0,19942.83
2019-06-08,19.78,26.62,1.38,3.94,17858.33,17513.93
2019-06-09,18.53,22.75,1.38,2.53,15604.17,14910.63
2019-06-10,21.44,24.19,1.91,3.03,19845.83,19363.04
2019-06-11,23.32,22.82,1.88,1.82,20412.5,20696.29
2019-06-12,24.11,21.39,1.93,1.73,20650.0,20916.7
2019-06-13,23.24,24.28,1.54,3.11,20900.0,20798.6
2019-06-14,22.22,27.62,1.32,3.79,21166.67,20706.62
2019-06-15,23.67,25.2,1.57,3.23,18275.0,18506.9
2019-06-16,21.21,27.41,1.81,4.83,15383.33,15882.42
2019-06-17,18.07,27.17,1.47,4.61,19525.0,19396.97
2019-06-18,18.62,25.49,1.19,4.14,20275.0,19971.27
2019-06-19,20.73,26.32,1.24,4.75,20420.83,20104.64
2019-06-20,21.29,27.36,1.06,5.48,15456.25,15869.75
2019-06-21,20.1,30.13,1.03,6.05,18427.08,17870.39
2019-06-22,18.73,27.14,1.52,4.95,17452.08,16633.69
2019-06-23,18.81,23.79,1.71,4.76,15270.83,14751.88
2019-06-24,19.65,24.5,1.53,3.96,19035.42,19077.21
2019-06-25,22.35,23.11,1.37,2.26,20197.92,20269.15
2019-06-26,25.4,22.73,1.49,2.24,20920.83,20943.27
2019-06-27,22.53,23.95,3.13,2.95,19883.33,20090.72
2019-06-28,16.89,24.68,2.12,3.96,19645.83,19526.72
2019-06-29,18.7,21.31,1.82,2.52,17775.0,17314.25
2019-06-30,23.49,18.62,1.6,0.89,15800.0,16001.05
2019-07-01,24.24,19.56,2.47,3.79,19770.83,19697.35
2019-07-02,20.06,22.24,2.55,4.14,19487.5,19567.48
2019-07-03,15.69,19.28,2.37,2.96,19666.67,19102.58
2019-07-04,15.1,19.25,1.92,3.0,19700.0,19090.56
2019-07-05,15.73,22.32,2.24,6.45,19604.17,19103.58
2019-07-06,17.93,22.62,1.75,5.6,17241.67,17229.75
2019-07-07,17.15,24.76,2.48,5.37,15227.08,14876.47
2019-07-08,13.86,23.73,2.66,5.77,18814.58,18251.23
2019-07-09,13.57,25.12,2.44,5.57,19395.83,18913.13
2019-07-10,13.78,27.66,2.33,6.59,19362.5,18930.19
2019-07-11,14.39,26.86,1.46,5.06,19408.33,19062.51
2019-07-12,15.72,24.18,1.08,4.61,19337.5,19118.47
2019-07-13,15.83,28.83,1.0,6.67,17189.58,16976.59
2019-07-14,15.48,28.28,1.37,5.58,15089.58,14857.19
2019-07-15,15.41,23.79,1.3,3.28,18827.08,18259.64
2019-07-16,15.0,25.58,2.19,4.98,19400.0,18857.39
2019-07-17,15.41,26.64,2.17,5.28,19245.83,19044.27
2019-07-18,16.24,24.17,1.03,3.24,19333.33,19175.36
2019-07-19,18.04,22.56,1.25,4.79,19508.33,19267.14
2019-07-20,20.16,25.27,1.11,4.97,17504.17,17299.03
2019-07-21,20.24,27.48,1.57,5.79,15445.83,15198.47
2019-07-22,18.98,25.89,1.7,5.55,18791.67,18602.69
2019-07-23,17.77,29.48,1.29,6.81,19583.33,19178.5
2019-07-24,19.23,28.44,0.92,5.21,19866.67,19434.61
2019-07-25,20.72,24.25,1.06,2.44,19854.17,19652.89
2019-07-26,20.15,24.78,1.51,3.2,19872.92,19376.04
2019-07-27,19.48,26.78,1.82,4.6,17635.42,17054.34
2019-07-28,22.42,24.91,2.04,4.32,15914.58,15740.59
2019-07-29,23.07,25.56,1.17,4.39,19664.58,19338.61
2019-07-30,21.58,29.1,1.49,5.67,20229.17,19595.05
2019-07-31,19.4,28.78,1.23,6.06,20029.17,19217.75
2019-08-01,18.11,27.75,1.1,5.64,19729.17,19006.39
2019-08-02,17.11,27.82,1.18,4.49,19200.0,18761.04
2019-08-03,16.45,26.32,1.27,4.93,17320.83,16637.09
2019-08-04,16.35,25.48,1.6,4.5,14975.0,14669.18
2019-08-05,17.45,25.85,1.22,4.74,18537.5,18309.63
2019-08-06,19.7,25.02,1.27,4.28,19402.08,19149.85
2019-08-07,20.41,28.05,1.32,5.96,19308.33,19442.93
2019-08-08,19.32,27.69,1.92,4.95,19725.0,19133.56
2019-08-09,18.79,24.52,1.4,3.29,19550.0,19042.68
2019-08-10,19.85,26.22,1.54,5.56,17518.75,17207.08
2019-08-11,20.49,25.8,1.25,3.15,15370.83,15219.75
2019-08-12,21.35,25.52,1.14,4.87,19000.0,18992.61
2019-08-13,18.84,29.26,1.29,6.2,19443.75,19057.83
2019-08-14,14.89,30.81,1.51,5.81,19243.75,18730.34
2019-08-15,14.52,26.06,0.92,3.2,15185.42,14943.49
2019-08-16,15.67,26.96,0.87,5.46,17491.67,16830.38
2019-08-17,16.85,27.01,0.92,4.33,16454.17,16107.53
2019-08-18,19.84,24.4,1.51,4.2,15114.58,14769.02
2019-08-19,21.12,26.5,1.33,3.69,18981.25,19048.66
2019-08-20,19.62,29.29,1.0,5.71,20037.5,19735.09
2019-08-21,17.27,31.96,1.55,6.41,19754.17,19651.12
2019-08-22,15.87,28.54,1.18,4.85,19925.0,19413.45
2019-08-23,17.09,27.67,1.03,3.67,19791.67,19348.55
2019-08-24,18.37,26.35,1.04,2.52,17314.88,17375.12
2019-08-25,19.32,26.14,1.14,3.16,16025.0,15549.94
2019-08-26,20.65,25.45,1.19,3.21,19629.17,19463.33
2019-08-27,21.27,25.57,1.34,2.64,20295.83,20281.66
2019-08-28,21.53,24.48,1.3,2.9,20650.0,20521.5
2019-08-29,21.62,26.08,1.08,3.62,20533.33,20635.95
2019-08-30,20.43,28.66,1.02,4.47,20566.67,20471.82
2019-08-31,20.25,27.27,1.1,2.48,18316.67,17988.87
2019-09-01,20.97,25.88,1.26,2.35,16475.0,15823.9
2019-09-02,17.82,31.02,1.64,6.75,19841.67,19259.71
2019-09-03,13.66,31.76,1.21,6.17,20129.17,19434.78
2019-09-04,14.44,27.79,0.94,2.86,20056.25,19400.5
2019-09-05,15.4,26.69,1.21,3.09,19862.5,19338.11
2019-09-06,14.25,26.84,1.2,4.04,19645.83,19146.52
2019-09-07,14.05,29.8,1.2,6.92,17739.58,17098.77
2019-09-08,15.28,33.86,1.15,5.88,15725.0,15044.15
2019-09-09,15.56,30.65,1.82,6.8,19456.25,18891.45
2019-09-10,13.81,29.93,1.69,4.61,19768.75,19255.67
2019-09-11,13.68,29.79,0.82,2.9,19829.17,19321.85
2019-09-12,14.67,29.36,1.19,3.21,19858.33,19407.47
2019-09-13,15.21,30.21,1.63,4.84,19529.17,19558.36
2019-09-14,11.91,28.83,1.68,2.85,17456.25,17087.56
2019-09-15,11.84,27.0,1.82,3.66,15362.5,15089.9
2019-09-16,13.82,26.41,2.19,6.01,19306.25,18788.27
2019-09-17,10.88,30.95,2.31,6.17,20000.0,19501.98
